package,className,lineCount,citedCount
sun.nio.fs,LinuxFileStore,86,0
sun.nio.fs,LinuxFileSystem,91,0
sun.nio.fs,LinuxFileSystemProvider,67,0
sun.nio.fs,LinuxNativeDispatcher,28,0
sun.nio.fs,LinuxUserDefinedFileAttributeView,11,0
sun.nio.fs,LinuxWatchService,293,0
apple.security,AppleProvider,42,0
apple.security,KeychainStore,700,0
java.net,DefaultInterface,71,74
jdk.internal.loader,ClassLoaderHelper,52,0
sun.nio.ch,BsdAsynchronousChannelProvider,50,0
sun.nio.ch,KQueue,43,0
sun.nio.ch,KQueuePoller,38,0
sun.nio.ch,KQueuePort,194,0
sun.nio.ch,KQueueSelectorImpl,196,0
sun.nio.ch,KQueueSelectorProvider,10,0
sun.nio.fs,BsdFileAttributeViews,140,0
sun.nio.fs,BsdFileStore,55,0
sun.nio.fs,BsdFileSystem,110,0
sun.nio.fs,BsdFileSystemProvider,53,0
sun.nio.fs,BsdNativeDispatcher,67,0
sun.nio.fs,BsdUserDefinedFileAttributeView,11,0
sun.nio.fs,MacOSXFileSystem,43,0
sun.nio.fs,MacOSXFileSystemProvider,15,0
sun.nio.fs,MacOSXNativeDispatcher,6,0
sun.nio.fs,UTIFileTypeDetector,19,0
sun.util.locale.provider,HostLocaleProviderAdapterImpl,713,0
com.sun.crypto.provider,AESCipher,198,0
com.sun.crypto.provider,AESConstants,4,0
com.sun.crypto.provider,AESCrypt,1281,0
com.sun.crypto.provider,AESKeyGenerator,35,0
com.sun.crypto.provider,AESKeyWrap,68,0
com.sun.crypto.provider,AESKeyWrapPadded,125,0
com.sun.crypto.provider,AESParameters,38,0
com.sun.crypto.provider,BlockCipherParamsCore,81,0
com.sun.crypto.provider,BlowfishCipher,81,0
com.sun.crypto.provider,BlowfishConstants,4,0
com.sun.crypto.provider,BlowfishCrypt,419,0
com.sun.crypto.provider,BlowfishKeyGenerator,38,0
com.sun.crypto.provider,BlowfishParameters,39,0
com.sun.crypto.provider,ChaCha20Cipher,735,0
com.sun.crypto.provider,ChaCha20Poly1305Parameters,75,1
com.sun.crypto.provider,CipherBlockChaining,85,0
com.sun.crypto.provider,CipherCore,588,0
com.sun.crypto.provider,CipherFeedback,114,0
com.sun.crypto.provider,CipherTextStealing,97,0
com.sun.crypto.provider,ConstructKeys,89,0
com.sun.crypto.provider,CounterMode,78,0
com.sun.crypto.provider,DESCipher,84,0
com.sun.crypto.provider,DESConstants,3,0
com.sun.crypto.provider,DESCrypt,958,0
com.sun.crypto.provider,DESedeCrypt,73,0
com.sun.crypto.provider,DESedeKey,68,0
com.sun.crypto.provider,DESedeKeyFactory,73,0
com.sun.crypto.provider,DESedeKeyGenerator,51,0
com.sun.crypto.provider,DESedeParameters,38,0
com.sun.crypto.provider,DESedeWrapCipher,275,0
com.sun.crypto.provider,DESKey,64,0
com.sun.crypto.provider,DESKeyFactory,73,0
com.sun.crypto.provider,DESKeyGenerator,47,0
com.sun.crypto.provider,DESParameters,38,0
com.sun.crypto.provider,DHKEM,309,0
com.sun.crypto.provider,DHKeyAgreement,199,0
com.sun.crypto.provider,DHKeyFactory,115,0
com.sun.crypto.provider,DHKeyPairGenerator,69,0
com.sun.crypto.provider,DHParameterGenerator,75,0
com.sun.crypto.provider,DHParameters,76,0
com.sun.crypto.provider,DHPrivateKey,154,0
com.sun.crypto.provider,DHPublicKey,154,0
com.sun.crypto.provider,ElectronicCodeBook,49,0
com.sun.crypto.provider,EncryptedPrivateKeyInfo,43,0
com.sun.crypto.provider,FeedbackCipher,39,0
com.sun.crypto.provider,GaloisCounterMode,1264,0
com.sun.crypto.provider,GCM,7,0
com.sun.crypto.provider,GCMParameters,75,0
com.sun.crypto.provider,GCTR,182,0
com.sun.crypto.provider,GHASH,210,0
com.sun.crypto.provider,HmacCore,173,0
com.sun.crypto.provider,HmacMD5,5,0
com.sun.crypto.provider,HmacMD5KeyGenerator,35,0
com.sun.crypto.provider,HmacPKCS12PBECore,72,0
com.sun.crypto.provider,HmacSHA1,5,0
com.sun.crypto.provider,HmacSHA1KeyGenerator,35,0
com.sun.crypto.provider,ISO10126Padding,44,0
com.sun.crypto.provider,JceKeyStore,476,0
com.sun.crypto.provider,KeyGeneratorCore,194,0
com.sun.crypto.provider,KeyProtector,245,0
com.sun.crypto.provider,CipherForKeyProtector,7,0
com.sun.crypto.provider,KeyWrapCipher,414,0
com.sun.crypto.provider,KWUtil,59,0
com.sun.crypto.provider,OAEPParameters,163,0
com.sun.crypto.provider,OutputFeedback,87,0
com.sun.crypto.provider,Padding,5,0
com.sun.crypto.provider,PBEKey,82,0
com.sun.crypto.provider,PBEKeyFactory,204,0
com.sun.crypto.provider,PBEParameters,76,0
com.sun.crypto.provider,PBES1Core,230,0
com.sun.crypto.provider,PBES2Core,239,0
com.sun.crypto.provider,PBES2Parameters,317,0
com.sun.crypto.provider,PBEWithMD5AndDESCipher,92,0
com.sun.crypto.provider,PBEWithMD5AndTripleDESCipher,93,0
com.sun.crypto.provider,PBKDF2Core,109,0
com.sun.crypto.provider,PBKDF2KeyImpl,200,0
com.sun.crypto.provider,PBMAC1Core,168,0
com.sun.crypto.provider,PCBC,73,0
com.sun.crypto.provider,PKCS12PBECipherCore,432,0
com.sun.crypto.provider,PKCS5Padding,46,0
com.sun.crypto.provider,Poly1305,179,0
com.sun.crypto.provider,PrivateKeyInfo,27,0
com.sun.crypto.provider,RC2Crypt,200,0
com.sun.crypto.provider,RC2Parameters,139,0
com.sun.crypto.provider,RSACipher,335,0
com.sun.crypto.provider,SealedObjectForKeyProtector,100,0
com.sun.crypto.provider,SslMacCore,139,0
com.sun.crypto.provider,SunJCE,538,0
com.sun.crypto.provider,SymmetricCipher,11,0
com.sun.crypto.provider,TlsKeyMaterialGenerator,189,0
com.sun.crypto.provider,TlsMasterSecretGenerator,126,0
com.sun.crypto.provider,TlsPrfGenerator,229,0
com.sun.crypto.provider,TlsRsaPremasterSecretGenerator,45,0
com.sun.security.ntlm,Client,99,2
com.sun.security.ntlm,NTLM,269,0
com.sun.security.ntlm,NTLMException,19,3
com.sun.security.ntlm,Server,111,1
com.sun.security.ntlm,Version,3,0
java.io,BufferedInputStream,301,547
java.io,BufferedOutputStream,120,524
java.io,BufferedReader,399,563
java.io,BufferedWriter,209,508
java.io,ByteArrayInputStream,84,589
java.io,ByteArrayOutputStream,69,610
java.io,CharArrayReader,110,500
java.io,CharArrayWriter,84,499
java.io,CharConversionException,11,502
java.io,ClassCache,57,495
java.io,Closeable,3,548
java.io,DataInput,17,594
java.io,DataInputStream,185,539
java.io,DataOutput,16,524
java.io,DataOutputStream,139,624
java.io,DeleteOnExitHook,33,495
java.io,EOFException,10,544
java.io,Externalizable,4,504
java.io,File,681,782
java.io,FileCleanable,32,495
java.io,FileDescriptor,140,571
java.io,FileFilter,3,495
java.io,FileInputStream,252,550
java.io,FilenameFilter,3,503
java.io,FileNotFoundException,15,559
java.io,FileOutputStream,149,538
java.io,FilePermission,482,521
java.io,FilePermissionCollection,80,495
java.io,FileReader,17,507
java.io,FileSystem,44,495
java.io,FileWriter,29,501
java.io,FilterInputStream,42,505
java.io,FilterOutputStream,59,505
java.io,FilterReader,31,496
java.io,FilterWriter,22,498
java.io,Flushable,3,500
java.io,InputStream,232,957
java.io,InputStreamReader,54,557
java.io,InterruptedIOException,11,519
java.io,InvalidClassException,26,502
java.io,InvalidObjectException,10,586
java.io,IOError,7,517
java.io,IOException,16,2727
java.io,LineNumberInputStream,92,495
java.io,LineNumberReader,144,497
java.io,NotActiveException,10,495
java.io,NotSerializableException,10,512
java.io,ObjectInput,10,525
java.io,ObjectInputFilter,455,512
java.io,ObjectInputStream,2216,726
java.io,ObjectInputValidation,3,497
java.io,ObjectOutput,9,527
java.io,ObjectOutputStream,1277,661
java.io,ObjectStreamClass,1562,504
java.io,ObjectStreamConstants,35,496
java.io,ObjectStreamException,16,520
java.io,ObjectStreamField,110,546
java.io,OptionalDataException,14,500
java.io,OutputStream,40,758
java.io,OutputStreamWriter,71,525
java.io,PipedInputStream,194,496
java.io,PipedOutputStream,56,496
java.io,PipedReader,155,495
java.io,PipedWriter,51,495
java.io,PrintStream,583,647
java.io,PrintWriter,519,615
java.io,ProxyingConsole,112,495
java.io,PushbackInputStream,153,496
java.io,PushbackReader,117,495
java.io,RandomAccessFile,360,520
java.io,Reader,169,589
java.io,SequenceInputStream,103,502
java.io,SerialCallbackContext,33,495
java.io,Serializable,2,804
java.io,SerializablePermission,13,495
java.io,StreamCorruptedException,10,511
java.io,StreamTokenizer,336,500
java.io,StringBufferInputStream,55,495
java.io,StringReader,77,519
java.io,StringWriter,52,520
java.io,SyncFailedException,7,495
java.io,UncheckedIOException,23,574
java.io,UnsupportedEncodingException,12,536
java.io,UTFDataFormatException,10,497
java.io,WriteAbortedException,21,495
java.io,Writer,149,609
java.lang,AbstractMethodError,10,11
java.lang,Appendable,5,11
java.lang,ApplicationShutdownHooks,59,11
java.lang,ArithmeticException,10,11
java.lang,ArrayIndexOutOfBoundsException,13,11
java.lang,ArrayStoreException,10,11
java.lang,AssertionError,35,11
java.lang,AssertionStatusDirectives,7,11
java.lang,AutoCloseable,3,11
java.lang,Boolean,80,12
java.lang,BootstrapMethodError,17,11
java.lang,Byte,125,11
java.lang,Character,6204,13
java.lang,CharacterData,53,11
java.lang,CharacterDataPrivateUse,80,11
java.lang,CharacterDataUndefined,76,11
java.lang,CharacterName,123,11
java.lang,CharSequence,106,11
java.lang,Class,4,11
java.lang,ClassCastException,10,11
java.lang,ClassCircularityError,10,11
java.lang,ClassFormatError,10,11
java.lang,ClassLoader,793,11
java.lang,CompoundEnumeration,25,11
java.lang,ClassNotFoundException,34,11
java.lang,ClassValue,370,11
java.lang,Cloneable,2,12
java.lang,CloneNotSupportedException,10,11
java.lang,Comparable,3,12
java.lang,ConditionalSpecialCasing,266,11
java.lang,Double,162,12
java.lang,Enum,95,11
java.lang,EnumConstantNotPresentException,14,11
java.lang,Error,21,11
java.lang,Exception,21,11
java.lang,ExceptionInInitializerError,34,11
java.lang,FdLibm,1913,11
java.lang,Float,210,12
java.lang,IllegalAccessError,10,11
java.lang,IllegalAccessException,9,11
java.lang,IllegalArgumentException,16,11
java.lang,IllegalCallerException,16,11
java.lang,IllegalMonitorStateException,10,11
java.lang,IllegalStateException,16,11
java.lang,IllegalThreadStateException,10,11
java.lang,IncompatibleClassChangeError,10,11
java.lang,IndexOutOfBoundsException,16,11
java.lang,InheritableThreadLocal,14,11
java.lang,InstantiationError,10,11
java.lang,InstantiationException,10,11
java.lang,Integer,650,14
java.lang,InternalError,15,11
java.lang,InterruptedException,10,11
java.lang,Iterable,12,11
java.lang,LayerInstantiationException,15,11
java.lang,LinkageError,13,11
java.lang,LiveStackFrame,42,11
java.lang,LiveStackFrameInfo,81,11
java.lang,Long,680,12
java.lang,MatchException,7,11
java.lang,Math,751,11
java.lang,Module,815,11
java.lang,ModuleLayer,282,11
java.lang,NamedPackage,29,11
java.lang,NegativeArraySizeException,10,11
java.lang,NoClassDefFoundError,10,11
java.lang,NoSuchFieldError,10,11
java.lang,NoSuchFieldException,10,11
java.lang,NoSuchMethodError,10,11
java.lang,NoSuchMethodException,10,11
java.lang,NullPointerException,35,11
java.lang,Number,15,11
java.lang,NumberFormatException,22,11
java.lang,Object,52,11
java.lang,OutOfMemoryError,10,11
java.lang,Package,208,11
java.lang,PinnedThreadPrinter,70,11
java.lang,Process,181,11
java.lang,ProcessBuilder,342,11
java.lang,ProcessHandle,35,11
java.lang,ProcessHandleImpl,378,11
java.lang,PublicMethods,146,11
java.lang,Readable,3,11
java.lang,Record,9,11
java.lang,ReflectiveOperationException,16,11
java.lang,Runnable,3,11
java.lang,Runtime,375,11
java.lang,RuntimeException,21,11
java.lang,RuntimePermission,12,13
java.lang,ScopedValue,355,11
java.lang,SecurityException,16,11
java.lang,SecurityManager,321,11
java.lang,Short,133,11
java.lang,Shutdown,78,11
java.lang,StackFrameInfo,83,11
java.lang,StackOverflowError,10,11
java.lang,StackStreamFactory,606,11
java.lang,StackTraceElement,191,11
java.lang,StackWalker,170,11
java.lang,StrictMath,342,11
java.lang,String,1785,14
java.lang,StringBuffer,349,11
java.lang,StringBuilder,236,11
java.lang,StringCoding,41,11
java.lang,StringConcatHelper,260,11
java.lang,StringIndexOutOfBoundsException,13,11
java.lang,StringLatin1,697,11
java.lang,StringTemplate,68,11
java.lang,StringUTF16,1318,11
java.lang,System,821,11
java.lang,Thread,906,11
java.lang,ThreadBuilders,345,11
java.lang,ThreadDeath,5,11
java.lang,ThreadGroup,284,11
java.lang,ThreadLocal,368,11
java.lang,Throwable,297,11
java.lang,TypeNotPresentException,10,11
java.lang,UnknownError,10,11
java.lang,UnsatisfiedLinkError,10,11
java.lang,UnsupportedClassVersionError,10,11
java.lang,UnsupportedOperationException,15,11
java.lang,VerifyError,10,11
java.lang,VirtualMachineError,16,11
java.lang,VirtualThread,739,11
java.lang,Void,5,11
java.lang,WeakPairMap,127,11
java.lang,WrongThreadException,16,11
java.lang.annotation,Annotation,6,59
java.lang.annotation,AnnotationFormatError,13,18
java.lang.annotation,AnnotationTypeMismatchException,18,16
java.lang.annotation,ElementType,14,20
java.lang.annotation,IncompleteAnnotationException,20,18
java.lang.annotation,RetentionPolicy,5,19
java.lang.constant,AsTypeMethodHandleDesc,26,1
java.lang.constant,Constable,3,15
java.lang.constant,ConstantDescs,120,14
java.lang.constant,ConstantUtils,173,1
java.lang.constant,Kind,69,1
java.lang.constant,DirectMethodHandleDescImpl,118,1
java.lang.constant,DynamicCallSiteDesc,85,1
java.lang.constant,MethodTypeDescImpl,124,1
java.lang.constant,PrimitiveClassDescImpl,23,1
java.lang.constant,ReferenceClassDescImpl,48,1
java.lang.foreign,Arena,24,14
java.lang.foreign,SegmentAllocator,115,10
java.lang.foreign,SymbolLookup,68,4
java.lang.foreign.snippets,Snippets,446,0
java.lang.invoke,AbstractConstantGroup,234,2
java.lang.invoke,AbstractValidatingLambdaMetafactory,229,2
java.lang.invoke,BootstrapCallInfo,14,2
java.lang.invoke,BootstrapMethodInvoker,357,2
java.lang.invoke,Factory,6,2
java.lang.invoke,ClassSpecializer,626,2
java.lang.invoke,ConstantBootstraps,154,4
java.lang.invoke,ConstantGroup,55,2
java.lang.invoke,Holder,2,2
java.lang.invoke,GenerateJLIClassesHelper,402,2
java.lang.invoke,IndirectVarHandle,57,2
java.lang.invoke,InfoFromMemberName,94,2
java.lang.invoke,InnerClassLambdaMetafactory,383,2
java.lang.invoke,InvokeDynamic,3,2
java.lang.invoke,InvokerBytecodeGenerator,1293,2
java.lang.invoke,Invokers,499,2
java.lang.invoke,LambdaConversionException,18,2
java.lang.invoke,LambdaForm,1356,2
java.lang.invoke,LambdaFormBuffer,303,2
java.lang.invoke,LambdaFormEditor,949,2
java.lang.invoke,LambdaMetafactory,108,2
java.lang.invoke,LambdaProxyClassArchive,57,2
java.lang.invoke,ResolvedMethodName,696,2
java.lang.invoke,MethodHandleImpl,1697,2
java.lang.invoke,MethodHandleInfo,34,4
java.lang.invoke,MethodHandleNatives,432,2
java.lang.invoke,MethodHandleProxies,136,2
java.lang.invoke,MethodHandles,2162,119
java.lang.invoke,MethodHandleStatics,118,2
java.lang.invoke,MethodType,664,91
java.lang.invoke,MethodTypeForm,186,2
java.lang.invoke,NativeMethodHandle,98,2
java.lang.invoke,SerializedLambda,107,2
java.lang.invoke,SimpleMethodHandle,57,2
java.lang.invoke,StringConcatException,10,3
java.lang.invoke,StringConcatFactory,733,5
java.lang.invoke,SwitchPoint,30,3
java.lang.invoke,TypeConvertingMethodAdapter,188,2
java.lang.invoke,TypeDescriptor,22,6
java.lang.invoke,VarForm,94,2
java.lang.invoke,AccessType,66,2
java.lang.invoke,AccessMode,83,2
java.lang.invoke,VarHandleByteArrayBase,14,2
java.lang.invoke,VarHandleGuards,991,2
java.lang.invoke,VarHandles,529,2
java.lang.invoke,WrongMethodTypeException,16,7
java.lang.module,Configuration,198,23
java.lang.module,FindException,15,5
java.lang.module,InvalidModuleDescriptorException,9,3
java.lang.module,ModuleDescriptor,1126,51
java.lang.module,ModuleFinder,66,23
java.lang.module,ModuleReader,27,14
java.lang.module,ModuleReference,15,30
java.lang.module,ResolutionException,14,3
java.lang.module,ResolvedModule,37,17
java.lang.module,Resolver,561,0
java.lang.ref,Cleaner,33,36
java.lang.ref,Finalizer,115,17
java.lang.ref,FinalizerHistogram,31,17
java.lang.ref,NativeReferenceQueue,50,17
java.lang.ref,ReferenceQueue,143,61
java.lang.reflect,AccessFlag,311,68
java.lang.reflect,AccessibleObject,295,57
java.lang.reflect,AnnotatedArrayType,5,55
java.lang.reflect,AnnotatedElement,39,63
java.lang.reflect,AnnotatedParameterizedType,5,55
java.lang.reflect,AnnotatedType,12,57
java.lang.reflect,AnnotatedTypeVariable,5,55
java.lang.reflect,AnnotatedWildcardType,6,55
java.lang.reflect,Array,56,109
java.lang.reflect,ClassFileFormatVersion,52,58
java.lang.reflect,Constructor,302,147
java.lang.reflect,Field,466,164
java.lang.reflect,GenericArrayType,3,60
java.lang.reflect,GenericDeclaration,3,59
java.lang.reflect,GenericSignatureFormatError,10,56
java.lang.reflect,InaccessibleObjectException,9,55
java.lang.reflect,InvocationHandler,11,67
java.lang.reflect,InvocationTargetException,24,162
java.lang.reflect,MalformedParameterizedTypeException,10,56
java.lang.reflect,MalformedParametersException,8,55
java.lang.reflect,Member,11,62
java.lang.reflect,Method,320,193
java.lang.reflect,Modifier,118,149
java.lang.reflect,Parameter,129,56
java.lang.reflect,ParameterizedType,5,64
java.lang.reflect,Proxy,584,78
java.lang.reflect,ProxyGenerator,552,55
java.lang.reflect,RecordComponent,90,58
java.lang.reflect,ReflectAccess,80,55
java.lang.reflect,ReflectPermission,10,57
java.lang.reflect,Type,5,88
java.lang.reflect,TypeVariable,6,65
java.lang.reflect,UndeclaredThrowableException,33,62
java.lang.reflect,WildcardType,4,60
java.lang.runtime,Carriers,420,0
java.lang.runtime,ObjectMethods,285,0
java.lang.runtime,ReferencedKeyMap,152,0
java.lang.runtime,SoftReferenceKey,29,0
java.lang.runtime,StringTemplateImpl,50,0
java.lang.runtime,StringTemplateImplFactory,79,0
java.lang.runtime,StrongReferenceKey,29,0
java.lang.runtime,SwitchBootstraps,216,0
java.lang.runtime,TemplateRuntime,73,0
java.lang.runtime,TemplateSupport,59,0
java.lang.runtime,WeakReferenceKey,29,0
java.math,BigDecimal,2936,46
java.math,BigInteger,2536,228
java.math,BitSieve,83,19
java.math,MathContext,81,20
java.math,MutableBigInteger,1464,19
java.math,RoundingMode,27,29
java.math,SignedMutableBigInteger,41,19
java.net,Authenticator,218,84
java.net,BindException,8,79
java.net,CacheRequest,5,75
java.net,CacheResponse,5,75
java.net,ConnectException,8,79
java.net,ContentHandler,14,80
java.net,ContentHandlerFactory,3,75
java.net,CookieHandler,26,80
java.net,CookieManager,215,74
java.net,CookiePolicy,20,74
java.net,CookieStore,8,75
java.net,DatagramPacket,90,75
java.net,DatagramSocket,204,79
java.net,DatagramSocketImpl,52,74
java.net,DatagramSocketImplFactory,3,74
java.net,DelegatingSocketImpl,106,74
java.net,FileNameMap,3,77
java.net,HostPortrange,189,74
java.net,HttpCookie,502,77
java.net,HttpRetryException,24,75
java.net,HttpURLConnection,205,86
java.net,IDN,202,76
java.net,Inet4Address,118,83
java.net,Inet4AddressImpl,42,74
java.net,Inet6Address,424,86
java.net,Inet6AddressImpl,86,74
java.net,InetSocketAddress,189,140
java.net,InMemoryCookieStore,227,74
java.net,InterfaceAddress,28,74
java.net,JarURLConnection,54,77
java.net,MalformedURLException,9,163
java.net,MulticastSocket,78,76
java.net,NetMulticastSocket,689,74
java.net,NetPermission,12,79
java.net,NetworkInterface,269,86
java.net,NoRouteToHostException,8,74
java.net,PasswordAuthentication,14,84
java.net,PortUnreachableException,8,76
